listing_id,number_of_reviews,review_scores_rating,reviews_per_month
11787441,2,100.0,0.39
4947526,54,97.0,2.81
11714059,4,80.0,0.77
8649257,30,87.0,2.72
13294824,5,88.0,1.88
6296656,57,98.0,3.72
11008495,20,92.0,3.26
14842237,1,94.0,1.0
13924495,2,100.0,2.0
4585452,1,100.0,0.1
6911945,8,100.0,0.57
14186170,5,96.0,4.29
4699742,6,88.0,0.31
13415984,0,94.0,
3585343,47,90.0,1.82
8828147,4,100.0,2.07
1340649,8,90.0,0.34
6629066,10,98.0,0.85
12515067,6,90.0,1.89
11757376,8,100.0,1.68
4863101,95,93.0,4.93
9237653,32,96.0,3.3
4863108,88,92.0,4.39
13333623,0,94.0,
4928894,10,96.0,0.55
10103725,6,93.0,1.27
6565713,56,95.0,3.89
14151531,7,97.0,6.36
13282275,1,100.0,0.31
4287348,56,93.0,2.5
994138,96,98.0,2.49
4287366,7,77.0,0.31
7713728,96,97.0,7.42
160572,2,70.0,0.04
14693220,1,100.0,1.0
5026613,58,96.0,3.15
5927267,40,91.0,2.38
14884243,0,94.0,
7746589,16,91.0,1.33
8596320,8,100.0,0.78
13855525,5,80.0,2.83
13113079,4,80.0,1.08
11020786,28,94.0,4.42
12545716,3,93.0,0.83
3792147,48,91.0,2.0
7745117,11,98.0,3.75
4287989,7,93.0,0.49
8055839,5,88.0,0.42
4090224,176,97.0,7.53
11757166,31,97.0,5.71
6317446,47,97.0,3.07
7841193,1,100.0,0.08
14591406,0,94.0,
11740527,14,97.0,2.44
8052617,62,92.0,5.05
13642024,1,80.0,0.63
13477535,1,100.0,0.61
13969106,3,80.0,3.0
6317722,46,97.0,3.03
13672165,0,94.0,
6796364,1,80.0,0.94
12803718,0,94.0,
14868087,0,94.0,
6672582,0,94.0,
5727231,3,100.0,3.0
2843596,79,95.0,2.8
10494550,47,96.0,7.7
7855120,13,88.0,1.07
10034183,5,100.0,0.63
14870532,0,94.0,
5054601,38,89.0,2.07
12738641,7,97.0,1.67
14426124,4,100.0,4.0
7611271,14,99.0,1.06
9626428,1,100.0,0.61
5856633,1,100.0,0.25
6544715,10,91.0,0.73
3415033,24,100.0,0.99
5004278,28,99.0,1.83
2135075,92,85.0,2.87
646087,1,100.0,0.37
2022303,84,95.0,2.6
13190410,4,100.0,1.15
13671334,4,95.0,4.0
4627334,0,94.0,
7330494,77,98.0,5.61
4151979,88,98.0,4.2
7003280,97,92.0,6.77
9460898,6,100.0,0.89
13752754,1,94.0,1.0
5380160,27,94.0,1.44
2021489,4,87.0,0.83
2021483,1,80.0,0.63
13605196,6,100.0,2.5
13555596,1,100.0,1.0
257588,132,96.0,2.62
13638077,0,94.0,
11295065,2,80.0,0.65
6543678,19,93.0,1.47
6347026,100,98.0,6.32
12835086,18,82.0,4.66
9508099,2,90.0,0.27
13866156,1,100.0,1.0
6640662,1,100.0,0.12
14898146,0,94.0,
11474629,5,100.0,1.39
5019306,38,96.0,2.08
11474006,13,100.0,2.1
13636659,0,94.0,
11758169,28,96.0,5.71
13586841,2,80.0,0.91
7836038,26,94.0,2.15
6705513,30,93.0,2.03
7475557,17,99.0,3.57
11653496,9,96.0,1.91
9507164,1,60.0,0.37
1887581,64,86.0,1.88
13586491,2,90.0,0.92
11767622,16,94.0,2.79
2412715,2,90.0,0.07
13028935,1,100.0,0.46
12998582,1,100.0,0.3
5590505,1,100.0,0.06
13864415,3,93.0,1.67
2021274,94,93.0,3.09
11947150,3,100.0,0.63
6310903,39,97.0,2.45
395975,13,98.0,0.52
5999291,15,96.0,0.96
4607307,0,94.0,
7933149,15,92.0,1.22
1887507,42,87.0,1.22
13864196,7,91.0,4.77
5868798,0,94.0,
13044229,8,93.0,2.64
13863117,7,94.0,3.5
12208307,1,100.0,0.38
13306033,0,94.0,
5163162,68,95.0,3.78
14928333,0,94.0,
9013631,16,100.0,6.08
5851489,3,100.0,0.24
4196643,72,85.0,3.04
11127085,0,94.0,
13550969,11,100.0,5.5
8930592,70,92.0,6.42
12665563,13,89.0,3.0
4261784,3,87.0,0.2
4261781,10,90.0,0.68
10749794,21,99.0,3.39
14107067,7,97.0,5.0
14663743,1,100.0,1.0
12534735,2,100.0,0.81
5384923,23,99.0,1.23
4402209,20,100.0,3.16
5884210,0,94.0,
11818157,5,84.0,0.96
2135451,0,94.0,
14463855,0,94.0,
6476613,1,100.0,0.06
95453,12,98.0,0.18
9926208,0,94.0,
3866526,25,100.0,3.91
13795095,0,94.0,
13590412,10,96.0,4.62
4106372,49,93.0,2.06
8310653,11,96.0,0.99
2114274,20,95.0,0.64
3353,34,90.0,0.38
7052171,1,100.0,0.08
3677662,38,95.0,1.49
2930663,68,95.0,2.38
7868209,2,90.0,0.16
4293597,95,92.0,4.57
7283351,5,88.0,0.37
1839549,59,94.0,1.69
6227976,2,60.0,0.13
14413896,0,94.0,
8112652,4,95.0,0.32
6976414,2,100.0,1.25
10353263,4,93.0,1.03
13342372,0,94.0,
10253416,2,80.0,0.36
8714682,0,94.0,
10730102,0,94.0,
13024208,1,100.0,0.39
9109401,19,95.0,1.98
8552338,1,60.0,0.09
11255643,45,94.0,7.26
13696794,2,90.0,1.62
12628940,0,94.0,
11304657,1,100.0,0.19
14220964,2,100.0,1.82
3519768,12,98.0,0.58
12270833,0,94.0,
9813223,8,93.0,0.88
9878725,0,94.0,
10032327,20,99.0,2.37
4909590,103,97.0,5.02
14253149,0,94.0,
9445192,2,90.0,0.21
6728273,18,94.0,1.22
13450030,19,94.0,6.55
5775139,0,94.0,
3898015,39,96.0,1.6
3897995,80,95.0,3.28
14416538,0,94.0,
14203428,2,100.0,1.82
14055887,1,100.0,1.0
4340110,74,96.0,3.32
3701108,9,91.0,0.35
13007112,0,94.0,
6838488,6,85.0,0.56
7894645,6,87.0,0.47
13801598,2,100.0,0.92
10724635,0,94.0,
13515084,21,90.0,8.29
7052847,0,94.0,
13530359,1,100.0,1.0
13355213,1,100.0,0.37
13512459,1,94.0,0.35
14153636,6,100.0,6.0
13879099,0,94.0,
14251839,0,94.0,
10123024,0,94.0,
9533193,0,94.0,
3897963,83,96.0,3.43
14231732,5,96.0,4.41
11530331,1,100.0,1.0
3420221,36,87.0,1.69
3901439,66,92.0,2.9
13415816,2,80.0,0.75
12873559,1,100.0,0.32
13430656,2,90.0,0.69
13578106,2,100.0,1.09
5762866,5,96.0,0.31
13462519,0,94.0,
7055184,2,50.0,0.14
11512755,0,94.0,
6761345,1,40.0,0.07
8238078,5,84.0,0.42
14037899,0,94.0,
11022736,1,80.0,1.0
10231171,38,94.0,4.81
831744,31,96.0,0.69
13606268,7,86.0,3.39
12655758,9,77.0,3.03
8579799,8,98.0,0.71
8301150,3,87.0,0.26
10809,14,70.0,0.48
10810,0,94.0,
13019695,21,92.0,6.77
10807,1,60.0,0.04
10021398,22,93.0,3.61
10758,2,60.0,0.09
13381254,0,94.0,
4861476,35,94.0,1.87
12873268,2,70.0,0.95
12233830,30,96.0,6.16
13592046,9,91.0,4.74
13004551,3,93.0,1.67
6923942,1,80.0,0.07
10987109,0,94.0,
12592696,1,100.0,0.34
14916248,0,94.0,
13295386,1,94.0,0.45
4598026,19,95.0,0.93
4351970,2,80.0,0.17
14231514,0,94.0,
11528125,1,100.0,0.17
7797744,10,96.0,2.26
9496337,10,90.0,1.21
4294835,43,90.0,1.88
14655187,1,100.0,1.0
5824015,0,94.0,
13822146,0,94.0,
13236820,4,100.0,1.71
10706413,11,91.0,3.51
13685207,3,93.0,3.0
5661246,36,91.0,2.13
7479725,11,95.0,0.8
11896394,9,88.0,2.5
14756029,0,94.0,
11036835,1,100.0,0.14
13002808,13,93.0,3.61
13443430,0,94.0,
13656292,0,94.0,
4710583,2,100.0,0.17
12755021,1,80.0,0.24
13017064,1,80.0,0.73
12620315,0,94.0,
13345701,17,88.0,5.37
5858133,1,100.0,0.06
14443295,2,100.0,2.0
7395978,3,90.0,0.22
9834617,2,100.0,0.22
12262803,1,100.0,0.21
9058863,0,94.0,
7527677,2,40.0,0.16
9110708,0,94.0,
8758450,2,100.0,0.42
14572515,4,95.0,4.0
9593141,0,94.0,
14484865,1,94.0,1.0
9969226,0,94.0,
5593939,68,96.0,3.81
12540640,4,95.0,3.16
13327034,13,91.0,4.15
14473911,0,94.0,
72811,123,91.0,1.84
5889190,80,98.0,4.87
9854083,1,80.0,0.23
6823017,35,93.0,3.42
13998602,3,70.0,1.96
9541666,1,100.0,0.12
7575576,4,75.0,0.32
5085125,121,90.0,6.1
12253499,6,93.0,1.25
13684464,4,95.0,2.4
14473564,0,94.0,
9885963,16,95.0,1.83
13550412,2,94.0,0.98
12409042,7,97.0,1.83
13391054,5,92.0,2.68
11343048,11,84.0,3.79
14055624,1,94.0,0.6
7067397,0,94.0,
6854357,1,40.0,0.07
12752442,16,93.0,6.96
12736032,12,96.0,3.08
13685592,3,90.0,3.0
13685577,0,94.0,
12997334,8,100.0,3.53
12735138,0,94.0,
8607856,0,94.0,
12735111,1,100.0,0.23
8034092,4,65.0,0.34
4278873,38,94.0,1.77
14340601,3,100.0,2.73
13685228,0,94.0,
13275579,0,94.0,
13733887,11,98.0,4.71
14651378,1,100.0,1.0
2183117,19,94.0,0.96
8310660,4,100.0,0.41
13464674,2,40.0,1.28
13509242,2,90.0,2.0
14487262,0,94.0,
4526384,7,83.0,0.41
14454943,0,94.0,
7245413,1,20.0,0.08
5967421,46,95.0,2.78
13782612,3,93.0,3.0
3419711,47,92.0,2.19
13684251,0,94.0,
6089975,4,80.0,0.26
5870922,46,96.0,2.72
7277653,52,95.0,4.31
1529321,109,91.0,3.09
9473811,3,80.0,0.38
13126713,2,80.0,0.68
13028247,1,100.0,1.0
1525494,80,90.0,2.21
13996398,2,100.0,2.0
12176027,2,100.0,0.47
14044530,0,94.0,
14650655,0,94.0,
6179374,3,67.0,0.24
8751275,64,88.0,5.71
8882195,10,90.0,1.14
14473323,0,94.0,
8029788,1,100.0,0.08
1902160,20,96.0,0.65
7783953,1,100.0,0.09
7931331,21,95.0,1.75
6277566,3,73.0,0.19
9570618,32,97.0,3.53
3609536,9,100.0,0.36
9470342,1,100.0,0.12
2672058,10,84.0,0.34
14572086,0,94.0,
13451383,6,97.0,3.91
14773223,0,94.0,
9078482,2,100.0,0.23
4032126,9,87.0,0.37
8704828,34,91.0,3.09
14303761,0,94.0,
4964365,6,92.0,0.39
13681910,0,94.0,
10208321,2,100.0,0.86
12026868,2,60.0,1.02
11043756,0,94.0,
7462268,32,97.0,2.32
7602994,5,96.0,0.44
6373729,1,100.0,0.07
8921130,2,100.0,0.26
10436811,0,94.0,
14026059,0,94.0,
14503389,0,94.0,
14610297,0,94.0,
4332035,1,94.0,0.05
9807292,0,94.0,
7789055,38,89.0,2.98
14902894,0,94.0,
14866400,0,94.0,
14584547,0,94.0,
14400847,2,100.0,2.0
14510982,0,94.0,
14848154,0,94.0,
14774426,1,100.0,1.0
14487346,0,94.0,
14550228,0,94.0,
14566657,1,60.0,1.0
14773792,0,94.0,
14874204,0,94.0,
14533848,2,100.0,2.0
13015653,4,100.0,4.0
14849141,0,94.0,
14604429,0,94.0,
14592644,0,94.0,
12915510,4,100.0,1.28
14887382,0,94.0,
14823430,0,94.0,
14881840,0,94.0,
11452297,0,94.0,
14576706,0,94.0,
14335003,1,100.0,1.0
14871445,0,94.0,
14472678,0,94.0,
14574800,1,80.0,1.0
14426586,0,94.0,
3131519,8,90.0,0.29
14592547,2,100.0,2.0
14744740,0,94.0,
14504583,2,80.0,2.0
14743129,1,80.0,1.0
5280827,6,70.0,0.33
14689681,0,94.0,
13750763,0,94.0,
14536322,2,100.0,2.0
14852179,0,94.0,
8373729,4,90.0,0.34
14844274,0,94.0,
14585486,0,94.0,
14603878,2,90.0,2.0
14504422,0,94.0,
