listing_id,availability_30,availability_90
9570618,27,87
3609536,0,0
9470342,0,0
2672058,3,3
14572086,15,74
13451383,1,17
14773223,2,62
9078482,0,0
4032126,0,0
8704828,6,6
14303761,30,90
4964365,0,5
13681910,0,0
10208321,0,0
12026868,0,0
11043756,30,90
7462268,0,15
7602994,0,0
6373729,0,0
8921130,0,0
10436811,0,0
14026059,5,19
14503389,2,42
14610297,5,39
4332035,6,66
9807292,22,82
7789055,18,68
14902894,24,77
14866400,0,4
14584547,29,89
14400847,16,49
14510982,30,90
14848154,28,85
14774426,9,69
14487346,6,66
14550228,30,90
14566657,8,57
14773792,24,84
14874204,25,85
14533848,0,0
13015653,3,33
14849141,26,86
14604429,7,7
14592644,20,75
12915510,30,90
14887382,29,89
14823430,28,80
14881840,29,89
11452297,0,0
14576706,23,83
14335003,0,0
14871445,22,82
14472678,0,0
14574800,25,85
14426586,29,89
3131519,12,38
14592547,0,0
14744740,14,58
14504583,20,80
14743129,28,88
5280827,25,81
14689681,5,20
13750763,2,9
14536322,4,44
14852179,0,23
8373729,21,81
14844274,29,89
14585486,0,40
14603878,5,5
14504422,17,75
